	NFKB1	TNIP2
1031	RAC1	EEA1
1032	RAC1	OPHN1
1033	RAC1	VAV2
1034	RAC1	EED
1035	RAC1	PAK1
1036	RAC1	TNFRSF1A
1037	RAC1	FMNL1
1038	RAC1	SHANK1
1039	RAC1	TOPORS
1040	RAC1	KPNA4
1041	RAC1	RHOA
1042	RAC1	BCR
1043	RAC1	CDC42
1044	RAC1	IP6K1
1045	RAC1	SNAP23
1046	RAC1	PAK2
1047	RAC1	RBMX
1048	RAC1	WASF2
1049	RAC1	FHOD1
1050	RAC1	SLC9A1
1051	RAC1	NCKAP1
1052	RAC1	RTKN
1053	RAC1	LRRK2
1054	RAC1	CYFIP2
1055	RAC1	PTK2
1056	RAC1	CLIP1
1057	RAC1	ABI2
1058	RAC1	KPNA2
1059	RAC1	AKT1
1060	RAC1	LATS1
1061	RAC1	FLNB
1062	RAC1	PRKCA
1063	RAC1	PRMT6
1064	RAC1	RAB2A
1065	RAC1	CASP3
1066	RAC1	MCF2L
1067	RAC1	FN1
1068	RAC1	KPNA6
1069	RAC1	MAP3K4
1070	RAC1	RPS3A
1071	RAC1	MFGE8
1072	RAC1	SET
1073	RAC1	RBM25
1074	RAC1	LIMA1
1075	RAC1	DIAPH1
1076	RAC1	ARHGAP31
1077	RAC1	OCRL
1078	RAC1	CASP7
1079	RAC1	ARHGEF4
1080	RAC1	TNFRSF12A
1081	RAC1	ACO2
1082	RAC1	BAG6
1083	RAC1	STAT3
1084	RAC1	MAP3K10
1085	RAC1	IL1RAP
1086	RAC1	MAP3K11
1087	RAC1	PIAS3
1088	RAC1	TRAF6
1089	RAC1	ARHGDIA
1090	RAC1	NME1
1091	RAC1	BAIAP2
1092	RAC1	ARHGEF2
1093	RAC1	ARHGAP35
1094	RAC1	MINK1
1095	RAC1	ELMO1
1096	RAC1	KPNB1
1097	RAC1	SH3RF1
1098	RAC1	SFPQ
1099	RAC1	LTBP3
1100	RAC1	PNPLA6
1101	RAC1	DVL2
1102	RAC1	MYD88
1103	RAC1	PRKCI
1104	RAC1	LGALS1
1105	RAC1	EIF2AK2
1106	RAC1	PLCG1
1107	RAC1	VCAM1
1108	RAC1	CDC23
1109	RAC1	PIK3R1
1110	RAC1	ANXA11
1111	RAC1	PLXNB1
1112	RAC1	VAV3
1113	RAC1	IQGAP3
1114	RAC1	AKT2
1115	RAC1	RPS6KB1
1116	RAC1	ARHGAP33
1117	RAC1	PAK5
1118	RAC1	VWF
1119	RAC1	NCK1
1120	RAC1	RHOB
1121	RAC1	LTBP4
1122	RAC1	DVL1
1123	RAC1	STAT1
1124	RAC1	FLNA
1125	RAC1	XIAP
1126	RAC1	CLTC
1127	RAC1	USH1C
1128	RAC1	PPP2CA
1129	RAC1	HPS4
1130	RAC1	RHOC
1131	RAC1	CDK2
1132	RAC1	IGBP1
1133	RAC1	ARHGAP1
1134	RAC1	GRN
1135	RAC1	BIRC2
1136	RAC1	NEDD4
1137	RAC1	DMPK
1138	ARL2BP	ARL2
1139	ARL2BP	ARL3
1140	ARL2BP	MOV10
1141	ARL2BP	ELAVL1
1142	SNRPC	EIF4A3
1143	SNRPC	CUL1
1144	SNRPC	CARM1
1145	SNRPC	COPS5
1146	SNRPC	GIGYF2
1147	SNRPC	CDK12
1148	SNRPC	WDR77
1149	SNRPC	THOC2
1150	SNRPC	PRPF19
1151	SNRPC	U2AF2
1152	SNRPC	HNRNPF
1153	SNRPC	STOM
1154	SNRPC	SRSF1
1155	SNRPC	PABPC1
1156	SNRPC	NCBP2
1157	SNRPC	SNRNP70
1158	SNRPC	WWP2
1159	SNRPC	THOC5
1160	SNRPC	THOC6
1161	SNRPC	SNW1
1162	SNRPC	WDR83
1163	SNRPC	DDX42
1164	SNRPC	XAB2
1165	SNRPC	CAND1
1166	SNRPC	ACIN1
1167	SNRPC	CRNKL1
1168	SNRPC	MAGED1
1169	SNRPC	RBM4
1170	SNRPC	RNF31
1171	SNRPC	ALYREF
1172	SNRPC	NUDT21
1173	SNRPC	SNRNP200
1174	SNRPC	EYA2
1175	SNRPC	SF3B1
1176	SNRPC	RBPMS
1177	SNRPC	CUL4B
1178	SNRPC	THOC1
1179	SNRPC	RBM22
1180	SNRPC	SF1
1181	SNRPC	PRPF6
1182	SNRPC	AGGF1
1183	SNRPC	RUNX1
1184	SNRPC	CREM
1185	SNRPC	DHX38
1186	SNRPC	HNRNPH1
1187	SNRPC	MYC
1188	SNRPC	CD81
1189	SNRPC	DDX5
1190	SNRPC	TOMM40
1191	SNRPC	SRPK2
1192	SNRPC	MOV10
1193	SNRPC	LUC7L3
1194	SNRPC	SRSF6
1195	SNRPC	SART1
1196	SNRPC	CPSF6
1197	SNRPC	SF3A1
1198	SNRPC	CUL3
1199	SNRPC	DDX39B
1200	SNRPC	RBFOX2
1201	SNRPC	PPIL2
1202	SNRPC	CIRBP
1203	SNRPC	ECM1
1204	SNRPC	THY1
1205	SNRPC	RERE
1206	SNRPC	DHX9
1207	SNRPC	PRPF31
1208	SNRPC	THOC3
1209	SNRPC	RBM25
1210	SNRPC	RBM15
1211	SNRPC	SRSF9
1212	SNRPC	GIGYF1
1213	SNRPC	PPM1G
1214	SNRPC	SLU7
1215	SNRPC	NCBP1
1216	SNRPC	TRA2B
1217	SNRPC	RNPS1
1218	SNRPC	SRRT
1219	SNRPC	THOC7
1220	EIF4A3	REST
1221	EIF4A3	PSIP1
1222	EIF4A3	FN1
1223	EIF4A3	SMAD4
1224	EIF4A3	NCBP1
1225	EIF4A3	STK25
1226	EIF4A3	TRA2A
1227	EIF4A3	CAND1
1228	EIF4A3	WDR77
1229	EIF4A3	SNRNP70
1230	EIF4A3	PICK1
1231	EIF4A3	RPS15A
1232	EIF4A3	PRDX1
1233	EIF4A3	THOC2
1234	EIF4A3	HDAC5
1235	EIF4A3	ALYREF
1236	EIF4A3	ELAVL1
1237	EIF4A3	NUP62
1238	EIF4A3	KRT2
1239	EIF4A3	RBMX
1240	EIF4A3	LNX1
1241	EIF4A3	PRPF19
1242	EIF4A3	DICER1
1243	EIF4A3	U2AF2
1244	EIF4A3	HNRNPA1
1245	EIF4A3	HUWE1
1246	EIF4A3	PRPF31
1247	EIF4A3	HNRNPU
1248	EIF4A3	ACADVL
1249	EIF4A3	YWHAG
1250	EIF4A3	RNPS1
1251	EIF4A3	FBXO6
1252	EIF4A3	GRB2
1253	EIF4A3	HSPA9
1254	EIF4A3	PRMT5
1255	EIF4A3	VCAM1
1256	EIF4A3	PRPF6
1257	EIF4A3	IGF2BP1
1258	EIF4A3	RBM25
1259	EIF4A3	HSPA8
1260	EIF4A3	JAK1
1261	EIF4A3	EED
1262	EIF4A3	TIPRL
1263	EIF4A3	PHF5A
1264	EIF4A3	DOCK4
1265	EIF4A3	BLM
1266	EIF4A3	MYH9
1267	EIF4A3	WWOX
1268	EIF4A3	SRPK1
1269	EIF4A3	PCBP2
1270	EIF4A3	DDX5
1271	EIF4A3	SRRT
1272	EIF4A3	RPS3A
1273	EIF4A3	HSPA1A
1274	EIF4A3	SF3A1
1275	EIF4A3	MYH10
1276	EIF4A3	SMARCA5
1277	EIF4A3	RBM22
1278	EIF4A3	CDK2
1279	EIF4A3	SNW1
1280	EIF4A3	RRS1
1281	EIF4A3	ACIN1
1282	EIF4A3	MCF2L
1283	EIF4A3	RHOT2
1284	EIF4A3	DDX39B
1285	EIF4A3	SLU7
1286	EIF4A3	EDA
1287	EIF4A3	MYBBP1A
1288	EIF4A3	NCL
1289	EIF4A3	SPTBN1
1290	EIF4A3	UPF1
1291	EIF4A3	THOC3
1292	EIF4A3	VIM
1293	EIF4A3	SNRPF
1294	EIF4A3	HNRNPK
1295	EIF4A3	SON
1296	EIF4A3	NUDT21
1297	EIF4A3	CUL1
1298	EIF4A3	CDK12
1299	EIF4A3	HAUS1
1300	EIF4A3	RPS6
1301	EIF4A3	IPO11
1302	EIF4A3	SF1
1303	EIF4A3	EHMT2
1304	EIF4A3	THOC1
1305	EIF4A3	PRMT1
1306	EIF4A3	PPM1G
1307	EIF4A3	HNRNPF
1308	EIF4A3	THOC7
1309	EIF4A3	SRSF1
1310	EIF4A3	SRSF6
1311	EIF4A3	XAB2
1312	EIF4A3	PPIL2
1313	EIF4A3	RPS13
1314	EIF4A3	SCYL2
1315	EIF4A3	SRSF9
1316	EIF4A3	BMI1
1317	EIF4A3	SRSF10
1318	EIF4A3	PYM1
1319	EIF4A3	RPS3
1320	EIF4A3	CIRBP
1321	EIF4A3	NCBP2
1322	EIF4A3	RAD23B
1323	EIF4A3	HNRNPM
1324	EIF4A3	SUZ12
1325	EIF4A3	HNRNPH1
1326	EIF4A3	DHX9
1327	EIF4A3	UBA6
1328	EIF4A3	GTPBP4
1329	EIF4A3	MOV10
1330	EIF4A3	SYNE1
1331	EIF4A3	CRNKL1
1332	EIF4A3	WDR83
1333	EIF4A3	LUC7L3
1334	EIF4A3	THRAP3
1335	EIF4A3	OTUB1
1336	EIF4A3	SNIP1
1337	EIF4A3	SRPK2
1338	EIF4A3	DHX38
1339	EIF4A3	CPSF6
1340	EIF4A3	NPM1
1341	EIF4A3	YBX1
1342	EIF4A3	RBM15
1343	EIF4A3	SYNCRIP
1344	EIF4A3	TRA2B
1345	EIF4A3	RNF2
1346	EIF4A3	YBX3
1347	EIF4A3	MAGOH
1348	EIF4A3	PHB2
1349	EIF4A3	SMARCB1
1350	EIF4A3	HSP90AB1
1351	EIF4A3	DISC1
1352	EIF4A3	UPF3B
1353	EIF4A3	OBSL1
1354	EIF4A3	THOC5
1355	EIF4A3	KRT1
1356	EIF4A3	CUL3
1357	EIF4A3	KRT10
1358	EIF4A3	SNRNP200
1359	EIF4A3	SART1
1360	EIF4A3	PABPC1
1361	EIF4A3	KRT9
1362	EIF4A3	REL
1363	EIF4A3	SF3B1
1364	EIF4A3	SMG1
1365	EIF4A3	THOC6
1366	TIPRL	PPP6C
1367	TIPRL	LMNA
1368	TIPRL	PPP2CB
1369	TIPRL	PPP4C
1370	TIPRL	PRDX1
1371	TIPRL	UROD
1372	TIPRL	IGBP1
1373	TIPRL	SLX4
1374	TIPRL	UCHL5
1375	TIPRL	APP
1376	TIPRL	PLCG1
1377	TIPRL	PPP2CA
1378	TIPRL	HUWE1
1379	TIPRL	PPP4R2
1380	TIPRL	GOLPH3
1381	TIPRL	PRDX2
1382	TIPRL	CUL3
1383	TIPRL	MSH2
1384	PPP6C	NFKB2
1385	PPP6C	USP7
1386	PPP6C	ILK
1387	PPP6C	MOB1A
1388	PPP6C	CHUK
1389	PPP6C	RELA
1390	PPP6C	TBK1
1391	PPP6C	ARAF
1392	PPP6C	CUL1
1393	PPP6C	MAP3K7
1394	PPP6C	ARHGEF2
1395	PPP6C	SKP1
1396	PPP6C	TGFBR1
1397	PPP6C	IGBP1
1398	PPP6C	MYC
1399	PPP6C	ELAVL1
1400	PPP6C	TAB2
1401	PPP6C	REL
1402	PPP6C	CSNK1D
1403	PPP6C	RNF2
1404	PPP6C	FBXO6
1405	PPP6C	PRKDC
1406	PPP6C	EGFR
1407	PPP6C	VCP
1408	PPP6C	PPP4C
1409	PPP6C	FBXW11
1410	PPP6C	XPO1
1411	PPP6C	BRCA1
1412	PPP6C	SRRT
1413	SETDB1	ATF7IP
1414	SETDB1	SUFU
1415	SETDB1	DOT1L
1416	SETDB1	CBX8
1417	SETDB1	ULK2
1418	SETDB1	BAG6
1419	SETDB1	ANXA7
1420	SETDB1	JARID2
1421	SETDB1	SIN3B
1422	SETDB1	PSME1
1423	SETDB1	DNMT1
1424	SETDB1	APC
1425	SETDB1	USP11
1426	SETDB1	RIF1
1427	SETDB1	SETD7
1428	SETDB1	ZNF24
1429	SETDB1	AKT1
1430	SETDB1	TARDBP
1431	SETDB1	SUMO2
1432	SETDB1	PTPRS
1433	SETDB1	ZDHHC17
1434	SETDB1	TRIP6
1435	SETDB1	AKT2
1436	SETDB1	DNMT3A
1437	SETDB1	HDAC2
1438	SETDB1	SUZ12
1439	SETDB1	POLA2
1440	SETDB1	DNMT3B
1441	SETDB1	CDK4
1442	SETDB1	SAT1
1443	SETDB1	SNIP1
1444	SETDB1	PIAS4
1445	SETDB1	SLC38A3
1446	SETDB1	EHMT2
1447	SETDB1	KDM1A
1448	SETDB1	SETDB2
1449	SETDB1	BID
1450	SETDB1	HSP90AA1
1451	SETDB1	ZNF274
1452	SETDB1	HDAC1
1453	SETDB1	ESCO1
1454	SETDB1	XPO1
1455	SETDB1	CDKN1A
1456	SETDB1	PML
1457	SETDB1	TRIM16
1458	SETDB1	POU5F1
1459	SETDB1	MOV10
1460	SETDB1	TRIM28
1461	SETDB1	KMT5A
1462	SETDB1	EHMT1
1463	SETDB1	PRKRA
1464	SETDB1	AIFM1
1465	SETDB1	CDK2
1466	SETDB1	KMT2C
1467	SETDB1	SIN3A
1468	SETDB1	MDM2
1469	SETDB1	VIM
1470	SETDB1	GPS2
1471	SETDB1	DAP
1472	SETDB1	HMOX2
1473	PIN1	TSC22D4
1474	PIN1	FOXO4
1475	PIN1	PABPC1
1476	PIN1	U2AF2
1477	PIN1	MAP1S
1478	PIN1	TUT1
1479	PIN1	PML
1480	PIN1	PTPN1
1481	PIN1	SOD1
1482	PIN1	FKBP1A
1483	PIN1	DDB1
1484	PIN1	PIM1
1485	PIN1	NFKBIA
1486	PIN1	FOS
1487	PIN1	CDK2
1488	PIN1	FABP5
1489	PIN1	RARA
1490	PIN1	TJP1
1491	PIN1	MAP3K11
1492	PIN1	MED1
1493	PIN1	CFL1
1494	PIN1	SLX4
1495	PIN1	FKBP1B
1496	PIN1	CDK11B
1497	PIN1	SNCA
1498	PIN1	KMT2B
1499	PIN1	RELA
1500	PIN1	IRF3
1501	PIN1	DAB2
1502	PIN1	KIFC3
1503	PIN1	PAK2
1504	PIN1	DDX5
1505	PIN1	ERBB2
1506	PIN1	TFPT
1507	PIN1	PPP2CA
1508	PIN1	CAPRIN1
1509	PIN1	SMAD2
1510	PIN1	CCNB1
1511	PIN1	SNCAIP
1512	PIN1	EP300
1513	PIN1	PRKACA
1514	PIN1	SP1
1515	PIN1	YAP1
1516	PIN1	SMAD3
1517	PIN1	APP
1518	PIN1	RUNX3
1519	PIN1	HNRNPH1
1520	PIN1	E2F4
1521	PIN1	SNRNP200
1522	PIN1	RAF1
1523	PIN1	PBX1
1524	PIN1	HNRNPK
1525	PIN1	CHAMP1
1526	PIN1	TSC2
1527	PIN1	NAB2
1528	PIN1	AXIN1
1529	PIN1	TRAF2
1530	PIN1	TFG
1531	PIN1	DMPK
1532	PIN1	WRNIP1
1533	PIN1	TP53
1534	PIN1	NUP62
1535	PIN1	RNPS1
1536	PIN1	BAG6
1537	PIN1	PRKACG
1538	PIN1	RBBP8
1539	PIN1	FOXP2
1540	PIN1	PPIA
1541	PIN1	RBPMS
1542	PIN1	CSNK2A1
1543	PIN1	MAP4K4
1544	PIN1	FOXN1
1545	PIN1	BCL6
1546	PIN1	KIF20B
1547	PIN1	TRAF6
1548	PIN1	TP73
1549	PIN1	HADHA
1550	PIN1	CDK12
1551	PIN1	BCL11A
1552	PIN1	FBXW7
1553	PIN1	JUN
1554	PIN1	MYC
1555	PIN1	NEK6
1556	PIN1	SSBP3
1557	PIN1	DEAF1
1558	PIN1	XRCC6
1559	PIN1	CDK1
1560	PIN1	TP63
1561	PIN1	HDAC3
1562	PIN1	RAB4A
1563	PIN1	CDKN1B
1564	PIN1	CDC27
1565	PIN1	SUPT5H
1566	PIN1	HDAC1
1567	PIN1	TRIP6
1568	PIN1	MCL1
1569	PIN1	PCBP2
1570	PIN1	SFPQ
1571	PIN1	ABI2
1572	PIN1	NCOA3
1573	PIN1	EYA2
1574	PIN1	CTNNB1
1575	PIN1	VHL
1576	PIN1	HNRNPU
1577	PIN1	ARHGEF15
1578	PIN1	KLHL20
1579	PIN1	UBE2A
1580	PIN1	THRAP3
1581	PIN1	DAXX
1582	TSC22D4	MYLIP
1583	TSC22D4	TBL1XR1
1584	TSC22D4	BLZF1
1585	TSC22D4	FBXW11
1586	TSC22D4	PSMA1
1587	TSC22D4	PRNP
1588	TSC22D4	ABLIM1
1589	TSC22D4	PIH1D1
1590	TSC22D4	TSC22D2
1591	TSC22D4	NRBP1
1592	TSC22D4	CDC23
1593	TSC22D4	AIFM1
1594	TSC22D4	WNK3
1595	TSC22D4	SAT1
1596	TSC22D4	KPNA2
1597	TSC22D4	P4HA1
1598	TSC22D4	MAD2L1
1599	TSC22D4	BTRC
1600	TSC22D4	PRKD2
1601	TSC22D4	TTL
1602	TSC22D4	LRWD1
1603	TSC22D4	CBX8
1604	TSC22D4	CLU
1605	TSC22D4	CTNNAL1
1606	TSC22D4	RACK1
1607	TSC22D4	SMAD3
1608	TSC22D4	LNX1
1609	TSC22D4	OXSR1
1610	TSC22D4	TBL1X
1611	TSC22D4	CUL1
1612	TSC22D4	RHOA
1613	TSC22D4	PRKAA1
1614	TSC22D4	TSC22D3
1615	CDK12	TRA2B
1616	CDK12	NCBP2
1617	CDK12	ACIN1
1618	CDK12	U2AF2
1619	CDK12	DDX5
1620	CDK12	LUC7L3
1621	CDK12	SNRNP70
1622	CDK12	PPIL2
1623	CDK12	DDX39B
1624	CDK12	CPSF6
1625	CDK12	ALYREF
1626	CDK12	THOC3
1627	CDK12	SF3A1
1628	CDK12	SRSF6
1629	CDK12	DHX38
1630	CDK12	PABPC1
1631	CDK12	RBM22
1632	CDK12	CDK13
1633	CDK12	THOC7
1634	CDK12	PRPF31
1635	CDK12	ELAVL1
1636	CDK12	RBM25
1637	CDK12	PRPF6
1638	CDK12	XAB2
1639	CDK12	DHX9
1640	CDK12	MAP4K4
1641	CDK12	SF3B1
1642	CDK12	THOC1
1643	CDK12	SRSF9
1644	CDK12	CIRBP
1645	CDK12	CRNKL1
1646	CDK12	PAXIP1
1647	CDK12	CLK1
1648	CDK12	RBM15
1649	CDK12	NCBP1
1650	CDK12	SNRNP200
1651	CDK12	SF1
1652	CDK12	SRSF1
1653	CDK12	THOC2
1654	CDK12	NUDT21
1655	CDK12	TRIM24
1656	CDK12	SRRT
1657	CDK12	SRPK2
1658	CDK12	SLU7
1659	CDK12	PRPF19
1660	CDK12	THOC5
1661	CDK12	SNW1
1662	CDK12	THOC6
1663	CDK12	RNPS1
1664	CDK12	SART1
1665	CDK12	PPM1G
1666	CDK12	MOV10
1667	TRA2B	SRRT
1668	TRA2B	CUL1
1669	TRA2B	XAB2
1670	TRA2B	SRSF9
1671	TRA2B	RBMX
1672	TRA2B	THOC5
1673	TRA2B	SF3B1
1674	TRA2B	PRPF19
1675	TRA2B	OBSL1
1676	TRA2B	ALYREF
1677	TRA2B	THOC7
1678	TRA2B	CPSF6
1679	TRA2B	HIPK3
1680	TRA2B	RBM15
1681	TRA2B	PRPF6
1682	TRA2B	THOC3
1683	TRA2B	HNRNPU
1684	TRA2B	SNW1
1685	TRA2B	SRPK2
1686	TRA2B	CAND1
1687	TRA2B	TNPO3
1688	TRA2B	PAXIP1
1689	TRA2B	SRPK1
1690	TRA2B	U2AF2
1691	TRA2B	NCBP1
1692	TRA2B	HNRNPA1
1693	TRA2B	SART1
1694	TRA2B	COPS5
1695	TRA2B	HINFP
1696	TRA2B	FLNA
1697	TRA2B	SNIP1
1698	TRA2B	SNRNP70
1699	TRA2B	CLK1
1700	TRA2B	CRNKL1
1701	TRA2B	SLU7
1702	TRA2B	SF1
1703	TRA2B	PABPC1
1704	TRA2B	EED
1705	TRA2B	MOV10
1706	TRA2B	DDX5
1707	TRA2B	THOC6
1708	TRA2B	YWHAG
1709	TRA2B	RBM22
1710	TRA2B	POU5F1
1711	TRA2B	CLK3
1712	TRA2B	THOC2
1713	TRA2B	DNAJA1
1714	TRA2B	NGFR
1715	TRA2B	PPP4R2
1716	TRA2B	RBM25
1717	TRA2B	LUC7L3
1718	TRA2B	SRSF6
1719	TRA2B	RNPS1
1720	TRA2B	ACIN1
1721	TRA2B	SF3A1
1722	TRA2B	NUDT21
1723	TRA2B	PSIP1
1724	TRA2B	CUL3
1725	TRA2B	PPIL2
1726	TRA2B	SRSF10
1727	TRA2B	MAGOH
1728	TRA2B	THOC1
1729	TRA2B	SRSF1
1730	TRA2B	SNRNP200
1731	TRA2B	YWHAE
1732	TRA2B	NCBP2
1733	TRA2B	PRKDC
1734	TRA2B	PRPF31
1735	TRA2B	DDX39B
1736	TRA2B	TRA2A
1737	TRA2B	PPM1G
1738	TRA2B	CIRBP
1739	TRA2B	DHX9
1740	TRA2B	DHX38
1741	DVL1	AXIN1
1742	DVL1	CSNK1D
1743	DVL1	CTNNB1
1744	DVL1	DAB2
1745	DVL1	SMAD2
1746	DVL1	CSNK1E
1747	DVL1	ITCH
1748	DVL1	SIRT1
1749	DVL1	DVL2
1750	DVL1	WWTR1
1751	DVL1	BRD7
1752	DVL1	SMAD7
1753	DVL1	ANXA7
1754	DVL1	NEDD4
1755	DVL1	VANGL2
1756	DVL1	SMAD1
1757	DVL1	LRRK2
1758	DVL1	WWP2
1759	DVL1	EPS8
1760	DVL1	HUWE1
1761	DVL1	SMAD3
1762	DVL1	PPM1A
1763	DVL1	NUMA1
1764	DVL1	NCK2
1765	DVL1	DYNLT1
1766	DVL1	SMAD4
1767	DVL1	WWOX
1768	DVL1	CETN2
1769	DVL1	AHI1
1770	DVL1	ACTA1
1771	DVL1	BAG3
1772	DVL1	XPO1
1773	DVL1	DVL3
1774	DVL1	ARRB1
1775	DVL1	BTRC
1776	DVL1	CSNK2A1
1777	DVL1	CYLD
1778	AXIN1	TSC1
1779	AXIN1	CSNK1E
1780	AXIN1	HIPK2
1781	AXIN1	SMURF2
1782	AXIN1	TUBG1
1783	AXIN1	GSK3A
1784	AXIN1	DIXDC1
1785	AXIN1	GNAS
1786	AXIN1	SMYD2
1787	AXIN1	GAPVD1
1788	AXIN1	PPP2CB
1789	AXIN1	CTNNA1
1790	AXIN1	CSNK1D
1791	AXIN1	PPP2R5C
1792	AXIN1	MAP3K4
1793	AXIN1	PPP2R5A
1794	AXIN1	RNF111
1795	AXIN1	SMAD3
1796	AXIN1	SMAD7
1797	AXIN1	DVL2
1798	AXIN1	PIAS1
1799	AXIN1	DVL3
1800	AXIN1	PML
1801	AXIN1	PPP2CA
1802	AXIN1	NCK2
1803	AXIN1	TNKS
1804	AXIN1	MAPRE1
1805	AXIN1	DAB2
1806	AXIN1	LRP5
1807	AXIN1	PRMT1
1808	AXIN1	AXIN2
1809	AXIN1	NIN
1810	AXIN1	BTRC
1811	AXIN1	DAB2IP
1812	AXIN1	MYC
1813	AXIN1	HTT
1814	AXIN1	SMAD2
1815	AXIN1	MAP3K1
1816	AXIN1	CARM1
1817	AXIN1	JUP
1818	AXIN1	FBXW11
1819	AXIN1	XPO1
1820	AXIN1	GSK3B
1821	AXIN1	TP53
1822	AXIN1	PPP1CA
1823	AXIN1	DAXX
1824	AXIN1	CTNNB1
1825	AXIN1	SKI
1826	AXIN1	LRP6
1827	AXIN1	ARRB1
1828	AXIN1	STRAP
1829	AXIN1	TSC2
1830	AXIN1	TGFBR1
1831	AXIN1	APC
1832	REST	SMARCC2
1833	REST	SIN3A
1834	REST	OPRM1
1835	REST	TERF2
1836	REST	FBXW11
1837	REST	EHMT2
1838	REST	NCOR1
1839	REST	FBXW7
1840	REST	HDAC4
1841	REST	SP1
1842	REST	MAPK8IP1
1843	REST	HDAC5
1844	REST	HTT
1845	REST	L1CAM
1846	REST	SIN3B
1847	REST	RCOR1
1848	REST	FBXW8
1849	REST	FBXW4
1850	REST	BTRC
1851	REST	HDAC2
1852	REST	HDAC1
1853	REST	CSNK1E
1854	REST	NRP1
1855	REST	RNF2
1856	TRIM13	ARHGDIA
1857	TRIM13	MDM2
1858	TRIM13	UBE2D2
1859	TRIM13	AKT1
1860	TRIM13	VCP
1861	TRIM13	ROBO2
1862	TRIM13	ATP2A2
1863	TRIM13	CALM1
1864	TRIM13	SQSTM1
1865	TRIM13	DDOST
1866	ARHGDIA	ALDOA
1867	ARHGDIA	BID
1868	ARHGDIA	EIF2B1
1869	ARHGDIA	RAP1A
1870	ARHGDIA	UBE2R2
1871	ARHGDIA	TERF1
1872	ARHGDIA	SRC
1873	ARHGDIA	SUMO3
1874	ARHGDIA	HNRNPAB
1875	ARHGDIA	DHX9
1876	ARHGDIA	PRKCA
1877	ARHGDIA	PRKACA
1878	ARHGDIA	EZR
1879	ARHGDIA	PFKM
1880	ARHGDIA	NEDD4L
1881	ARHGDIA	MAPK8
1882	ARHGDIA	TNFRSF1A
1883	ARHGDIA	CDKN1B
1884	ARHGDIA	ACTL6A
1885	ARHGDIA	HSPB1
1886	ARHGDIA	POT1
1887	ARHGDIA	RHOB
1888	ARHGDIA	RHOC
1889	ARHGDIA	PAK1
1890	ARHGDIA	TINF2
1891	ARHGDIA	SET
1892	ARHGDIA	MSN
1893	ARHGDIA	TNFRSF10B
1894	ARHGDIA	BAK1
1895	ARHGDIA	PSMD10
1896	ARHGDIA	RHOA
1897	ARHGDIA	ST3GAL4
1898	ARHGDIA	FEN1
1899	ARHGDIA	CASP3
1900	ARHGDIA	FADD
1901	ARHGDIA	RHOG
1902	ARHGDIA	RAB11A
1903	ARHGDIA	XIAP
1904	ARHGDIA	IGF2BP1
1905	ARHGDIA	CDC42
1906	ARHGDIA	CASP8
1907	ARHGDIA	CDK2
1908	ARHGDIA	TXN
1909	ARHGDIA	JUP
1910	ARHGDIA	IMPA1
1911	ARHGDIA	CASP7
1912	ARHGDIA	CUL3
1913	ARHGDIA	TWF2
1914	NPC2	NPC1
1915	NPC2	NDUFV2
1916	NPC2	LIG4
1917	NPC2	NEDD4L
1918	NPC2	PAXIP1
1919	NPC2	RRAGA
1920	NPC2	BRCA1
1921	NPC2	USP4
1922	NPC1	UNC93B1
1923	NPC1	LRP6
1924	NPC1	PTPRK
1925	NPC1	FBXO6
1926	NPC1	LGR4
1927	MAP2K1	CFLAR
1928	MAP2K1	EGFR
1929	MAP2K1	MAP3K4
1930	MAP2K1	GRB10
1931	MAP2K1	PDPK1
1932	MAP2K1	CDK2
1933	MAP2K1	ZHX2
1934	MAP2K1	MAP3K11
1935	MAP2K1	MAPK8IP3
1936	MAP2K1	MAPK3
1937	MAP2K1	BIRC6
1938	MAP2K1	EP300
1939	MAP2K1	CDK7
1940	MAP2K1	CDK5
1941	MAP2K1	MAPK8
1942	MAP2K1	RPS6KA2
1943	MAP2K1	MAPK14
1944	MAP2K1	TRAF3
1945	MAP2K1	PRKCI
1946	MAP2K1	RPE
1947	MAP2K1	MAP3K7
1948	MAP2K1	PAK1
1949	MAP2K1	PTPN11
1950	MAP2K1	HSPA1A
1951	MAP2K1	YWHAE
1952	MAP2K1	MAPK9
1953	MAP2K1	MAP2K4
1954	MAP2K1	YWHAB
1955	MAP2K1	ELAVL1
1956	MAP2K1	MAP3K14
1957	MAP2K1	ARAF
1958	MAP2K1	VRK2
1959	MAP2K1	THOC2
1960	MAP2K1	YAP1
1961	MAP2K1	TRIB1
1962	MAP2K1	PRKCZ
1963	MAP2K1	MAPK10
1964	MAP2K1	MYC
1965	MAP2K1	WDR83
1966	MAP2K1	MAP3K1
1967	MAP2K1	MAP3K5
1968	MAP2K1	GSK3B
1969	MAP2K1	RAF1
1970	MAP2K1	HSPA1B
1971	MAP2K1	PSMD10
1972	MAP2K1	RPS6KA4
1973	MAP2K1	BRAP
1974	MAP2K1	PARVA
1975	MAP2K1	HSPA8
1976	MAP2K1	ARRB2
1977	MAP2K1	NFE2L2
1978	MAP2K1	CDK1
1979	MAP2K1	BTRC
1980	MAP2K1	MAP2K6
1981	MAP2K1	MAPK1
1982	MAP2K1	VCP
1983	MAP2K1	AGTR1
1984	MAP2K1	CASP9
1985	MAP2K1	LAMTOR3
